일자,식사,메뉴,작업자,대분류,중분류(재료1),중분류2(재료2),중분류3(재료3),중분류4(재료4),중분류5(재료5),소분류1(육류 종류만 기재),양식(western) 여부
2019.6.21,석식,어묵피망볶음,문성일,볶음류,묵류,어패류,채소류,,,,
2019.6.21,석식,콩나물무침,편도연,무침류,채소류,,,,,,
2019.6.21,석식,포기김치,연제호,무침류,김치류,,,,,,
2019.6.24,중식,쌀밥,문성일,밥류,곡류,,,,,,
2019.6.24,중식,잡곡밥,편도연,밥류,곡류,,,,,,
2019.6.24,중식,어묵국,김도민,국탕류,어패류,,,,,,
2019.6.24,중식,소불고기,연제호,볶음류,육류,,,,,소고기,
2019.6.24,중식,옥수수계란찜,김도민,찜류,난류,채소류,,,,,
2019.6.24,중식,가지나물,편도연,무침류,채소류,,,,,,
2019.6.24,중식,포기김치,연제호,무침류,김치류,,,,,,
2019.6.24,석식,쌀밥,문성일,밥류,곡류,,,,,,
2019.6.24,석식,잡곡밥,편도연,밥류,곡류,,,,,,
2019.6.24,석식,소고기매운무국,연제호,국탕류,육류,채소류,,,,소고기,
2019.6.24,석식,오징어굴소스볶음,문성일,볶음류,어패류,양념 및 장류,,,,,
2019.6.24,석식,모둠버섯구이,연제호,구이류,채소류,,,,,,
2019.6.24,석식,오이무침,연제호,무침류,채소류,양념 및 장류,,,,,
2019.6.24,석식,포기김치,연제호,무침류,김치류,,,,,,
2019.6.25,중식,쌀밥,문성일,밥류,곡류,,,,,,
2019.6.25,중식,잡곡밥,편도연,밥류,곡류,,,,,,
2019.6.25,중식,참치김치찌개,김윤수,찌개류,어패류,김치류,,,,,
2019.6.25,중식,돈육장조림,연제호,조림류,육류,,,,,돼지고기,
2019.6.25,중식,맛살전,문성일,전류,어패류,난류,,,,,
2019.6.25,중식,해파리냉채,연제호,무침류,해조류,,,,,,
2019.6.25,중식,열무김치,김도민,무침류,채소류,,,,,,
2019.6.25,석식,중국식볶음밥,연제호,밥류,곡류 ,난류,채소류,,,,
2019.6.25,석식,짬뽕,연제호,국탕류,면류,채소류,어패류,,,,
2019.6.25,석식,고추잡채*꽃빵,연제호,볶음류,육류,채소류,,,,돼지고기,
2019.6.25,석식,과일샐러드,연제호,샐러드류,과일류,,,,,,
2019.6.25,석식,단무지,편도연,장아찌류,채소류,,,,,,
2019.6.25,석식,포기김치,연제호,무침류,김치류,,,,,,
2019.6.26,중식,카레덮밥,문성일,밥류,양념 및 장류,,,,,,
2019.6.26,중식,가쯔오장국,연제호,국탕류,양념 및 장류,,,,,,
2019.6.26,중식,고구마치즈구이,연제호,구이류,채소류,,,,,,
2019.6.26,중식,쫄면무침,문성일,무침류,채소류,면류,,,,,
2019.6.26,중식,무말랭이,김도민,무침류,채소류,,,,,,
2019.6.26,중식,포기김치,연제호,무침류,김치류,,,,,,
2019.6.27,중식,쌀밥,문성일,밥류,곡류,,,,,,
2019.6.27,중식,잡곡밥,편도연,밥류,곡류,,,,,,
2019.6.27,중식,소고기미역국,연제호,국탕류,육류,해조류,,,,소고기,
2019.6.27,중식,양념치킨,김윤수,튀김류,육류,,,,,닭,
2019.6.27,중식,비엔나볶음,문성일,볶음류,육류,,,,,돼지고기,
2019.6.27,중식,파래김*양념장,문성일,단품류,양념 및 장류,해조류,,,,,
2019.6.27,중식,배추겉절이,편도연,무침류,김치류,,,,,,
2019.6.27,석식,빠에야,문성일,밥류,어패류,곡류,,,,,
2019.6.27,석식,올챙이만두국,연제호,국탕류,만두류,,,,,,
2019.6.27,석식,소고기퀘사디아,김도민,빵과자류,육류,채소류,곡류,,,소,
2019.6.27,석식,하와이안샐러드,김윤수,샐러드류,채소류,,,,,,
2019.6.27,석식,무피클,문성일,단품류,채소류,,,,,,
2019.6.27,석식,포기김치,연제호,무침류,김치류,,,,,,
2019.6.28,중식,콩나물밥*양념장,편도연,밥류,곡류,채소류,양념 및 장류,,,,
2019.6.28,중식,팽이장국,김윤수,국탕류,채소류,양념 및 장류,,,,,
2019.6.28,중식,치킨핑거*요거트드레싱,,샐러드류,육류,채소류,양념 및 장류,,,닭,
2019.6.28,중식,꽃맛살샐러드,김도민,샐러드류,어패류,채소류,,,,,
2019.6.28,중식,얼갈이겉절이,연제호,무침류,채소류,양념 및 장류,,,,,
2019.6.28,중식,포기김치,연제호,무침류,김치류,,,,,,
2019.6.28,석식,쌀밥,문성일,밥류,곡류,,,,,,
2019.6.28,석식,잡곡밥,편도연,밥류,곡류,,,,,,
2019.6.28,석식,아욱국,문성일,국탕류,채소류,,,,,,
2019.6.28,석식,돈육강정,연제호,튀김류,육류,,,,,돼지고기,
2019.6.28,석식,고기전,편도연,전류,육류,,,,,육류,
2019.6.28,석식,도토리묵무침,김윤수,무침류,묵류,양념 및 장류,,,,,
2019.6.28,석식,포기김치,연제호,무침류,김치류,,,,,,
2019.7.1,중식,쌀밥,문성일,밥류,곡류,,,,,,
2019.7.1,중식,잡곡밥,편도연,밥류,곡류,,,,,,
2019.7.1,중식,순두부찌개,문성일,찌개류,두류,,,,,,
2019.7.1,중식,치즈함박스테이크,김도민,구이류,육류,양념 및 장류,,,,돼지,
2019.7.1,중식,매운어묵볶음,김도민,볶음류,어패류,채소류,,,,,
2019.7.1,중식,청경채생채,연제호,무침류,채소류,,,,,,
2019.7.1,중식,포기김치,연제호,무침류,김치류,,,,,,
2019.7.1,석식,쌀밥,문성일,밥류,곡류,,,,,,
2019.7.1,석식,잡곡밥,편도연,밥류,곡류,,,,,,
2019.7.1,석식,차돌된장찌개,김윤수,찌개류,육류,양념 및 장류,,,,,
2019.7.1,석식,고등어구이,편도연,구이류,어패류,,,,,,
2019.7.1,석식,메추리알조림,김도민,조림류,난류,,,,,,
2019.7.1,석식,노각무침,연제호,무침류,채소류,,,,,,
2019.7.1,석식,포기김치,연제호,무침류,김치류,,,,,,
2019.7.2,중식,쌀밥,문성일,밥류,곡류,,,,,,
2019.7.2,중식,잡곡밥,편도연,밥류,곡류,,,,,,
2019.7.2,중식,사과오이냉국,김도민,국탕류,과일류,채소류,해조류,,,,
2019.7.2,중식,쇠고기낙지볶음,편도연,찜류,어패류,육류,,,,육류(소),
2019.7.2,중식,우엉잡채,연제호,볶음류,채소류,,,,,,
2019.7.2,중식,쫑상추무침,김윤수,무침류,채소류,,,,,,
2019.7.2,중식,포기김치,연제호,무침류,김치류,,,,,,
2019.7.2,석식,꼬마김밥*겨자장,김도민,밥류,채소류,,,,,,
2019.7.2,석식,우동,문성일,국탕류,면류,,,,,,
2019.7.2,석식,생선까스*탈탈소스,김도민,튀김류,어패류,난류,곡류,양념 및 장류,,,
2019.7.2,석식,멕시칸샐러드,연제호,샐러드류,채소류,어패류,양념 및 장류,,,,
2019.7.2,석식,음료,연제호,음료 및 주류,,,,,,,
2019.7.2,석식,포기김치,연제호,무침류,김치류,,,,,,
2019.7.3,중식,마파두부덮밥,김윤수,밥류,두류,곡류,,,,,
2019.7.3,중식,맑은국,김윤수,국탕류,채소류,,,,,,
2019.7.3,중식,치킨너겟,,튀김류,육류,,,,,닭,
2019.7.3,중식,파스타샐러드,김윤수,샐러드류,면류,채소류,,,,,
2019.7.3,중식,찐옥수수,문성일,단품류,채소류,,,,,,
2019.7.3,중식,포기김치,연제호,무침류,김치류,,,,,,
2019.7.3,석식,쌀밥,문성일,밥류,곡류,,,,,,
2019.7.3,석식,잡곡밥,편도연,밥류,곡류,,,,,,
2019.7.3,석식,근대국,연제호,국탕류,채소류,,,,,,
2019.7.3,석식,돈육간장볶음,연제호,볶음류,육류,양념 및 장류,,,,돼지고기,
2019.7.3,석식,두부구이*양념장,연제호,구이류,두류,양념 및 장류,,,,,
2019.7.3,석식,야채스틱*쌈장,김윤수,샐러드류,채소류,양념 및 장류,,,,,
2019.7.3,석식,포기김치,연제호,무침류,김치류,,,,,,
2019.7.4,중식,쌀밥,문성일,밥류,곡류,,,,,,
2019.7.4,중식,잡곡밥,편도연,밥류,곡류,,,,,,
2019.7.4,중식,열무된장국,편도연,국탕류,채소류,양념 및 장류,,,,,
2019.7.4,중식,짬뽕불고기,김도민,국수류,육류,어패류,채소류,,,소,
2019.7.4,중식,감자채볶음,연제호,볶음류,채소류,,,,,,
2019.7.4,중식,호박잎*양배추쌈,,단품류,채소류,양념 및 장류,,,,,
2019.7.4,중식,포기김치,연제호,무침류,김치류,,,,,,
2019.7.4,석식,베이컨김치볶음밥,김윤수,밥류,육류,김치류,곡류,,,돼지,
2019.7.4,석식,냉모밀국수,김윤수,국수류,면류,곡류,채소류,,,,
2019.7.4,석식,해물부추전,김도민,전류,곡류,난류,어패류,채소류,,,
2019.7.4,석식,만두찜,문성일,찜류,만두류,,,,,,
2019.7.4,석식,수박,연제호,단품류,과일류,,,,,,
2019.7.4,석식,깍두기,연제호,무침류,김치류,,,,,,
2019.7.5,중식,쌀밥,문성일,밥류,곡류,,,,,,
2019.7.5,중식,잡곡밥,편도연,밥류,곡류,,,,,,
2019.7.5,중식,김치두부국,연제호,국탕류,김치류,두류,,,,,
2019.7.5,중식,훈제오리구이,연제호,구이류,육류,,,,,오리고기,
2019.7.5,중식,동그랑땡전,편도연,전류 ,육류,난류,채소류,곡류,,,
2019.7.5,중식,쌈무,김윤수,장아찌류,채소류,,,,,,
2019.7.5,중식,양파절임,김도민,장아찌류,채소류,,,,,,
2019.7.5,중식,부추겉절이,연제호,무침류,채소류,양념 및 장류,,,,,
2019.7.5,중식,열무김치,김도민,무침류,채소류,,,,,,
2019.7.5,석식,쌀밥,문성일,밥류,곡류,,,,,,
2019.7.5,석식,잡곡밥,편도연,밥류,곡류,,,,,,
2019.7.5,석식,배추된장국,김윤수,국탕류,채소류,양념 및 장류,,,,,
2019.7.5,석식,레몬탕수육,김윤수,튀김류,육류,과일류,,,,돼지,
2019.7.5,석식,실곤약흑임자무침,연제호,무침류,채소류,양념 및 장류,,,,,
2019.7.5,석식,양념깻잎지,문성일,장아찌류,채소류,양념 및 장류,,,,,
2019.7.5,석식,포기김치,연제호,무침류,김치류,,,,,,
2019.7.8,중식,쌀밥,문성일,밥류,곡류,,,,,,
2019.7.8,중식,잡곡밥,편도연,밥류,곡류,,,,,,
2019.7.8,중식,오징어국,김도민,국탕류,어패류,채소류,,,,,
2019.7.8,중식,버섯불고기,편도연,볶음류,육류,채소류,,,,육류(소),
2019.7.8,중식,꽃맛살볶음,김도민,볶음류,어패류,채소류,,,,,
2019.7.8,중식,치커리유자청생채,,무침류,채소류,양념 및 장류,,,,,
2019.7.8,중식,포기김치,연제호,무침류,김치류,,,,,,
2019.7.8,석식,쌀밥,문성일,밥류,곡류,,,,,,
2019.7.8,석식,잡곡밥,편도연,밥류,곡류,,,,,,
2019.7.8,석식,콩나물국,김윤수,국탕류,채소류,,,,,,
2019.7.8,석식,해물누룽지탕,김도민,국탕류,어패류,곡류,난류,,,,
2019.7.8,석식,모듬소시지구이,연제호,구이류,육류,,,,,돼지고기,
2019.7.8,석식,미역레몬초무침,김도민,무침류,해조류,과일류,,,,,
2019.7.8,석식,포기김치,연제호,무침류,김치류,,,,,,
2019.7.9,중식,쌀밥,문성일,밥류,곡류,,,,,,
2019.7.9,중식,잡곡밥,편도연,밥류,곡류,,,,,,
2019.7.9,중식,시래기국,편도연,국탕류,채소류,,,,,,
2019.7.9,중식,닭볶음탕,편도연,볶음류,육류,채소류,양념 및 장류,,,육류(닭),
2019.7.9,중식,어묵꽈리볶음,,볶음류,어패류,채소류,,,,,
2019.7.9,중식,도라지생채,문성일,무침류,채소류,,,,,,
2019.7.9,중식,포기김치,연제호,무침류,김치류,,,,,,
2019.7.9,석식,멸치주먹밥,김도민,김(초)밥류,어패류,곡류,,,,,
2019.7.9,석식,잔치국수,편도연,국수류,면류,,,,,,
2019.7.9,석식,케이준샐러드,문성일,샐러드류,육류,채소류,,,,닭,
2019.7.9,석식,단호박범벅,김도민,죽류,채소류,,,,,,
2019.7.9,석식,무피클,문성일,단품류,채소류,,,,,,
2019.7.9,석식,포기김치,연제호,무침류,김치류,,,,,,
2019.7.10,중식,열무보리비빔밥,,비빔밥볶음밥류,채소류,양념 및 장류,,,,,
2019.7.10,중식,가쯔오장국,연제호,국탕류,양념 및 장류,,,,,,
2019.7.10,중식,깐풍육,편도연,튀김류,육류,,,,,육류(돼지),
2019.7.10,중식,시저샐러드,편도연,샐러드류,채소류,,,,,,
2019.7.10,중식,오복지무침,문성일,무침류,채소류,양념 및 장류,,,,,
2019.7.10,중식,포기김치,연제호,무침류,김치류,,,,,,
2019.7.10,석식,쌀밥,문성일,밥류,곡류,,,,,,
2019.7.10,석식,잡곡밥,편도연,밥류,곡류,,,,,,
2019.7.10,석식,육개장,문성일,국탕류,채소류,육류,,,,,
2019.7.10,석식,가자미튀김,김도민,튀김류,어패류,곡류,난류,,,,
2019.7.10,석식,계란말이,김도민,구이류,난류,,,,,,
2019.7.10,석식,오이생채,김도민,무침류,채소류,,,,,,
2019.7.10,석식,깍두기,연제호,무침류,김치류,,,,,,
2019.7.11,중식,쌀밥,문성일,밥류,곡류,,,,,,
2019.7.11,중식,잡곡밥,편도연,밥류,곡류,,,,,,
2019.7.11,중식,근대국,연제호,국탕류,채소류,,,,,,
2019.7.11,중식,삼겹보쌈,연제호,찜류,육류,,,,,돼지고기,
2019.7.11,중식,해물김치전,연제호,전류,김치류,어패류,곡류,,,,
2019.7.11,중식,무말랭이,김도민,무침류,채소류,,,,,,
2019.7.11,중식,배추겉절이,편도연,무침류,김치류,,,,,,
2019.7.11,석식,쌀밥,문성일,밥류,곡류,,,,,,
2019.7.11,석식,잡곡밥,편도연,밥류,곡류,,,,,,
2019.7.11,석식,들깨미역국,김도민,국탕류,해조류,,,,,,
2019.7.11,석식,언양식불고기,문성일,볶음류,육류,,,,,불고기,
2019.7.11,석식,오징어초무침,김도민,무침류,어패류,채소류,,,,,
2019.7.11,석식,콩나물무침,편도연,무침류,채소류,,,,,,
2019.7.11,석식,포기김치,연제호,무침류,김치류,,,,,,
2019.7.12,중식,삼계탕,,국탕류,육류,,,,,닭,
2019.7.12,중식,찹쌀밥,문성일,밥류,곡류,,,,,,
2019.7.12,중식,생야채&쌈장,,단품류,채소류,양념 및 장류,,,,,
2019.7.12,중식,수박,연제호,단품류,과일류,,,,,,
2019.7.12,중식,수제석박지,,조림류,채소류,,,,,,
2019.7.12,석식,쌀밥,문성일,밥류,곡류,,,,,,
2019.7.12,석식,잡곡밥,편도연,밥류,곡류,,,,,,
2019.7.12,석식,된장찌개,연제호,찌개류,양념 및 장류,,,,,,
2019.7.12,석식,소고기장조림,문성일,조림류,육류,,,,,소고기,
2019.7.12,석식,비엔나케찹볶음,김도민,볶음류,육류,,,,,돼지,
2019.7.12,석식,마늘쫑무침,김윤수,무침류,채소류,,,,,,
2019.7.12,석식,포기김치,연제호,무침류,김치류,,,,,,
2019.7.15,중식,쌀밥,문성일,밥류,곡류,,,,,,
2019.7.15,중식,잡곡밥,편도연,밥류,곡류,,,,,,
2019.7.15,중식,차돌박이찌개,편도연,찌개류,육류,채소류,양념 및 장류,,,육류(소),
2019.7.15,중식,돈육굴소스볶음,김도민,볶음류,육류,,,,,돼지고기,
2019.7.15,중식,주꾸미야채무침,,무침류,어패류,채소류,양념 및 장류,,,,
2019.7.15,중식,시금치나물,김윤수,무침류,채소류,,,,,,
2019.7.15,중식,포기김치,연제호,무침류,김치류,,,,,,
2019.7.15,석식,쌀밥,문성일,밥류,곡류,,,,,,
2019.7.15,석식,잡곡밥,편도연,밥류,곡류,,,,,,
2019.7.15,석식,시래기들개탕,김도민,국탕류,채소류,,,,,,
2019.7.15,석식,오징어볶음*소면,연제호,볶음류,어패류,면류,,,,,
2019.7.15,석식,고기전,편도연,전류,육류,,,,,육류,
2019.7.15,석식,실곤약초무침,김도민,무침류,묵류,,,,,,
2019.7.15,석식,포기김치,연제호,무침류,김치류,,,,,,
2019.7.16,중식,쌀밥,문성일,밥류,곡류,,,,,,
2019.7.16,중식,잡곡밥,편도연,밥류,곡류,,,,,,
2019.7.16,중식,북어계란국,문성일,국탕류,어패류,난류,,,,,
2019.7.16,중식,닭갈비,연제호,볶음류,육류,채소류,,,,닭고기,
2019.7.16,중식,간장두부조림,,조림류,두류,양념 및 장류,,,,,
2019.7.16,중식,셀프무쌈말이,연제호,장아찌류,채소류,,,,,,
2019.7.16,중식,열무김치,김도민,무침류,채소류,,,,,,
2019.7.16,석식,유부초밥,김도민,김(초)밥류,곡류,,,,,,
2019.7.16,석식,콩국수,연제호,국수류,두류,면류,,,,,
2019.7.16,석식,떡볶이,김도민,볶음류,떡류,,,,,,
2019.7.16,석식,군만두,김도민,튀김류,육류,채소류,곡류,,,돼지,
2019.7.16,석식,수박,연제호,단품류,과일류,,,,,,
2019.7.16,석식,포기김치,연제호,무침류,김치류,,,,,,
2019.7.17,중식,산채비빔밥,문성일,밥류,채소류,,,,,,
2019.7.17,중식,미소장국,문성일,국탕류,양념 및 장류,,,,,,
2019.7.17,중식,야채튀김,김윤수,튀김류,채소류,,,,,,
2019.7.17,중식,아삭고추무침,문성일,무침류,채소류,,,,,,
2019.7.17,중식,요플레,김도민,유제품,과일류,,,,,,
2019.7.17,중식,포기김치,연제호,무침류,김치류,,,,,,
2019.7.17,석식,쌀밥,문성일,밥류,곡류,,,,,,
2019.7.17,석식,잡곡밥,편도연,밥류,곡류,,,,,,
2019.7.17,석식,두부김치국,연제호,국탕류,두류,김치류,,,,,
2019.7.17,석식,돼지고기장조림,편도연,조림류,육류,채소류,,,,육류(돼지),
2019.7.17,석식,야채계란찜,김도민,찜류,난류,채소류,,,,,
2019.7.17,석식,꽃상추무침,연제호,무침류,채소류,양념 및 장류,,,,,
2019.7.17,석식,열무김치,김도민,무침류,채소류,,,,,,
2019.7.18,중식,쌀밥,문성일,밥류,곡류,,,,,,
2019.7.18,중식,잡곡밥,편도연,밥류,곡류,,,,,,
2019.7.18,중식,돈육김치찌개,김도민,찌개류,육류,김치류,,,,돼지,
2019.7.18,중식,미니채소떡갈비,김도민,튀김류,육류,채소류,,,,소,
2019.7.18,중식,모듬묵양념장,,단품류,양념 및 장류,,,,,,
2019.7.18,중식,참나물생채,김윤수,무침류,채소류,,,,,,
2019.7.18,중식,배추겉절이,편도연,무침류,김치류,,,,,,
2019.7.18,석식,쌀밥,문성일,밥류,곡류,,,,,,
2019.7.18,석식,잡곡밥,편도연,밥류,곡류,,,,,,
2019.7.18,석식,브로컬리크림스프,문성일,죽류,채소류,,,,,,
2019.7.18,석식,옛날왕돈가스,문성일,튀김류,육류,,,,,돼지고기,
2019.7.18,석식,키위드레싱샐러드,편도연,샐러드류,과일,채소류,,,,,
2019.7.18,석식,찐옥수수,문성일,단품류,채소류,,,,,,
2019.7.18,석식,무피클,문성일,단품류,채소류,,,,,,
2019.7.18,석식,포기김치,연제호,무침류,김치류,,,,,,
2019.7.19,중식,쌀밥,문성일,밥류,곡류,,,,,,
2019.7.19,중식,잡곡밥,편도연,밥류,곡류,,,,,,
2019.7.19,중식,소고기무국,김윤수,국탕류,육류,채소류,,,,소,
2019.7.19,중식,갈치구이,문성일,구이류,어패류,,,,,,
2019.7.19,중식,비엔나감자볶음,문성일,볶음류,육류,채소류,,,,돼지고기,
2019.7.19,중식,무생채,김윤수,무침류,채소류,,,,,,
2019.7.19,중식,포기김치,연제호,무침류,김치류,,,,,,
2019.7.19,석식,쌀밥,문성일,밥류,곡류,,,,,,
2019.7.19,석식,잡곡밥,편도연,밥류,곡류,,,,,,
2019.7.19,석식,꽃게탕,김윤수,국탕류,어패류,,,,,,
2019.7.19,석식,안동찜닭,문성일,찜류,육류,,,,,닭,
2019.7.19,석식,해물겨자냉채,문성일,무침류,해조류,채소류,양념 및 장류,,,,
2019.7.19,석식,간장깻잎지,문성일,장아찌류,채소류,양념 및 장류,,,,,
2019.7.19,석식,포기김치,연제호,무침류,김치류,,,,,,
2019.7.22,중식,쌀밥,문성일,밥류,곡류,,,,,,
2019.7.22,중식,잡곡밥,편도연,밥류,곡류,,,,,,
2019.7.22,중식,매운어묵국,김윤수,국탕류,어패류,,,,,,
2019.7.22,중식,소고기숙주볶음,김도민,볶음류,육류,채소류,,,,소,
2019.7.22,중식,치킨샐러드,김도민,샐러드류,육류,채소류,,,,닭,
2019.7.22,중식,양파짱아찌,,장아찌류,채소류,,,,,,
2019.7.22,중식,포기김치,연제호,무침류,김치류,,,,,,
2019.7.22,석식,쌀밥,문성일,밥류,곡류,,,,,,
2019.7.22,석식,잡곡밥,편도연,밥류,곡류,,,,,,
2019.7.22,석식,얼갈이국,김도민,국탕류,채소류,두류,,,,,
2019.7.22,석식,오리불고기,김도민,볶음류,육류,,,,,오리,
2019.7.22,석식,두부구이,김도민,구이류,두류,,,,,,
2019.7.22,석식,부추생채,편도연,무침류,채소류,,,,,,
2019.7.22,석식,상추쌈,연제호,샐러드류,채소류,,,,,,
2019.7.22,석식,포기김치,연제호,무침류,김치류,,,,,,
2019.7.23,중식,쌀밥,문성일,밥류,곡류,,,,,,
2019.7.23,중식,잡곡밥,편도연,밥류,곡류,,,,,,
2019.7.23,중식,시금치된장국,문성일,국탕류,채소류,양념 및 장류,,,,,
2019.7.23,중식,등갈비김치찜,문성일,찜류,육류,김치류,,,,돼지고기,
2019.7.23,중식,파프리카잡채,,볶음류,면류,채소류,,,,,
2019.7.23,중식,콩나물무침,편도연,무침류,채소류,,,,,,
2019.7.23,중식,깍두기,연제호,무침류,김치류,,,,,,
2019.7.23,석식,김밥,김도민,김(초)밥류,육류,해조류,채소류,,,돼지,
2019.7.23,석식,맑은국,김윤수,국탕류,채소류,,,,,,
2019.7.23,석식,해물볶음우동,문성일,볶음류,어패류,면류,,,,,
2019.7.23,석식,나초콥샐러드,연제호,샐러드류,채소류,양념 및 장류,,,,,
2019.7.23,석식,음료,연제호,음료 및 주류,,,,,,,
2019.7.23,석식,포기김치,연제호,무침류,김치류,,,,,,
2019.7.24,중식,카레라이스,문성일,밥류,양념 및 장류,,,,,,
2019.7.24,중식,가쯔오국,편도연,국탕류,양념 및 장류,,,,,,
2019.7.24,중식,갈비통통만두,,찜류,육류,만두류,,,,소,
2019.7.24,중식,쫄면야채무침,편도연,무침류,면류,채소류,,,,,
2019.7.24,중식,호두견과류강정,,튀김류,채소류,양념 및 장류,,,,,
2019.7.24,중식,포기김치,연제호,무침류,김치류,,,,,,
2019.7.24,석식,쌀밥,문성일,밥류,곡류,,,,,,
2019.7.24,석식,잡곡밥,편도연,밥류,곡류,,,,,,
2019.7.24,석식,된장찌개,연제호,찌개류,양념 및 장류,,,,,,
2019.7.24,석식,대패삼겹*파채,연제호,구이류,육류,채소류,,,,돼지고기,
2019.7.24,석식,새송이버섯전,김도민,전류,채소류,난류,,,,,
2019.7.24,석식,비름나물,문성일,무침류,채소류,,,,,,
2019.7.24,석식,열무김치,김도민,무침류,채소류,,,,,,
2019.7.25,중식,쌀밥,문성일,밥류,곡류,,,,,,
2019.7.25,중식,잡곡밥,편도연,밥류,곡류,,,,,,
2019.7.25,중식,매운소고기국,문성일,국탕류,육류,,,,,소,
2019.7.25,중식,유린기,김도민,튀김류,육류,,,,,닭,
2019.7.25,중식,코다리조림,김도민,조림류,어패류,채소류,양념 및 장류,,,,
2019.7.25,중식,치커리사과무침,김도민,무침류,채소류,과일류,양념 및 장류,,,,
2019.7.25,중식,포기김치,연제호,무침류,김치류,,,,,,
2019.7.25,석식,파인애플볶음밥,문성일,밥류,과일류,,,,,,
2019.7.25,석식,유부주머니국,김윤수,국탕류,두류,채소류,,,,,
2019.7.25,석식,사천식탕수육,연제호,튀김류,육류,양념 및 장류,,,,돼지고기,
2019.7.25,석식,콘치즈오븐구이,김윤수,구이류,난류,,,,,,
2019.7.25,석식,단무지무침,연제호,무침류,채소류,양념 및 장류,,,,,
2019.7.25,석식,포기김치,연제호,무침류,김치류,,,,,,
2019.7.26,중식,쌀밥,문성일,밥류,곡류,,,,,,
2019.7.26,중식,잡곡밥,편도연,밥류,곡류,,,,,,
2019.7.26,중식,우묵냉국,,국탕류,묵류,채소류,,,,,
2019.7.26,중식,고구마함박스테이크,,구이류,육류,채소류,,,,소,
2019.7.26,중식,김치전,김윤수,전류,김치류,난류,,,,,
2019.7.26,중식,오이맛살초무침,문성일,무침류,채소류,어패류,양념 및 장류,,,,
2019.7.26,중식,포기김치,연제호,무침류,김치류,,,,,,
2019.7.26,석식,쌀밥,문성일,밥류,곡류,,,,,,
2019.7.26,석식,잡곡밥,편도연,밥류,곡류,,,,,,
2019.7.26,석식,맑은연두부탕,연제호,국탕류,두류,,,,,,
2019.7.26,석식,돈육매콤조림,문성일,조림류,육류,채소류,,,,돼지,
2019.7.26,석식,토마토시금치달걀볶음,연제호,볶음류,채소류,난류,,,,,
2019.7.26,석식,콩조림,문성일,조림류,채소류,두류,,,,,
2019.7.26,석식,배추겉절이,편도연,무침류,김치류,,,,,,
2019.7.29,중식,쌀밥,문성일,밥류,곡류,,,,,,
2019.7.29,중식,잡곡밥,편도연,밥류,곡류,,,,,,
2019.7.29,중식,시금치국,김도민,국탕류,채소류,양념 및 장류,,,,,
2019.7.29,중식,유자청제육볶음,연제호,볶음류,과일류,육류,,,,돼지고기,
2019.7.29,중식,사과고구마그라탕,,구이류,채소류,난류,과일류,,,,
2019.7.29,중식,오이무침,연제호,무침류,채소류,양념 및 장류,,,,,
2019.7.29,중식,포기김치,연제호,무침류,김치류,,,,,,
2019.7.29,석식,쌀밥,문성일,밥류,곡류,,,,,,
2019.7.29,석식,잡곡밥,편도연,밥류,곡류,,,,,,
2019.7.29,석식,무채국,연제호,국탕류,채소류,,,,,,
2019.7.29,석식,버섯불고기,편도연,볶음류,육류,채소류,,,,육류(소),
2019.7.29,석식,닭살겨자냉채,김도민,무침류,육류,채소류,,,,,
2019.7.29,석식,미역줄기볶음,연제호,무침류,해조류,,,,,,
2019.7.29,석식,포기김치,연제호,무침류,김치류,,,,,,
2019.7.30,중식,쌀밥,문성일,밥류,곡류,,,,,,
2019.7.30,중식,잡곡밥,편도연,밥류,곡류,,,,,,
2019.7.30,중식,사과오이냉국,김도민,국탕류,과일류,채소류,해조류,,,,
2019.7.30,중식,장어강정,김도민,튀김류,어패류,,,,,,
2019.7.30,중식,햄감자채볶음,연제호,볶음류,육류,채소류,,,,돼지고기,
2019.7.30,중식,콩나물무침,편도연,무침류,채소류,,,,,,
2019.7.30,중식,포기김치,연제호,무침류,김치류,,,,,,
2019.7.30,석식,김치볶음밥,김도민,밥류,육류,김치류,곡류,,,돼지,
2019.7.30,석식,유부장국,김윤수,국탕류,두류,양념 및 장류,,,,,
2019.7.30,석식,탄두리치킨,문성일,튀김류,육류,,,,,닭,
2019.7.30,석식,꽃맛살샐러드,김도민,샐러드류,어패류,채소류,,,,,
2019.7.30,석식,과일,연제호,단품류,과일류,,,,,,
2019.7.30,석식,깍두기,연제호,무침류,김치류,,,,,,
2019.7.31,중식,곤드레밥*양념장,,밥류,곡류,채소류,양념 및 장류,,,,
2019.7.31,중식,맑은국,김윤수,국탕류,채소류,,,,,,
2019.7.31,중식,해물누룽지탕,김도민,국탕류,어패류,곡류,난류,,,,
2019.7.31,중식,메밀전병만두,문성일,구이류,만두류,,,,,,
2019.7.31,중식,오복지,김윤수,장아찌류,채소류,,,,,,
2019.7.31,중식,찐햇감자,김윤수,찜류,채소류,,,,,,
2019.7.31,중식,포기김치,연제호,무침류,김치류,,,,,,
2019.8.1,중식,쌀밥,문성일,밥류,곡류,,,,,,
2019.8.1,중식,잡곡밥,편도연,밥류,곡류,,,,,,
2019.8.1,중식,아욱국,문성일,국탕류,채소류,,,,,,
2019.8.1,중식,닭볶음탕,편도연,볶음류,육류,채소류,양념 및 장류,,,육류(닭),
